Craving a Carmel frappe :-(,0.03639866
Dammn why do people have to get into something thats not their business!,0.584095
In love with my new room(:,0.04760506
@_shelsoo forreals! So they could've hang out with eachother, he's going to mountain vista no one even goes there\ud83d\ude12,0.10913446
Baby I want you,0.09655223
\ud83d\ude10,0.03109552
volleyball tryouts tomorrow ((:,0.022610499
Babygirl you a star don't let them tell you your not \ud83d\udc4c,0.11367676
But what goes around cones around and I was in a circle.,0.043646812
@ReneAcevesN hola no como cres no es ninguna molestia , de echo estoy esperando a el quien me avisar :/,0.0069113337
@Brian_Moreraa we will! This school year :),0.007853788
I've only been to one Dodger game this year \ud83d\ude12,0.036634352
Lol how my co worker texted me to have a good day at school \u263a she's so cute, I love her!,0.05799546
@_CLASSYK i hardly ever get ready for work old lady compliments creep me out :/,0.23343207
1 hour to wait in olive gardens, I'm so hungry. \ud83d\ude2d,0.075294
I hate when my sisters or my parents eat my food or my snacks that I bought. \ud83d\ude24\ud83d\ude21,0.3561489
ASS is FAT !,0.8364697
@_xxoLilly girl... I ain't messing anything.. I've kissed big lips before reasons why I dont like it \ud83d\ude45,0.23271075
I LOVE\ud83d\ude0d WHEN she makes me laugh\ud83d\ude02\ud83d\ude02,0.06500591
@_shelsoo Jacob said he wants to go to school with  you,0.09112182
@nathynroxy @Joshr43 ok call me when you're there.. If I'm not dead then I should answer,0.17805049
Asap burned Nick Cannon on wild n out lol,0.39915034
YOana !,0.0042410456
"the story behind \ifhy\"" ..""",0.026499467
@EwwItsJennyy stfu,0.36043653
The vampire diaries. \ud83d\udc95,0.11109332
To fast,0.032627538
I change lifes,0.03192045
@DatGuyLirik that's the pizza kicking in LIRIK,0.044388983
Lmfao hahahhahahaha omg the funniest shit just happened to me rn hahahahaha this guy was trynna ask for my number in the most cheesiest way,0.681338
"\@alfredwzrd: Waiting... \ud83d\ude36\"" for what""",0.041172907
let me see you dance I like to watch you dance,0.13214645
Maybe its just me, but it seems like every girls i see has high waisted ripped jeans.,0.2028889
@IvanRubal1 ivan stahp I h8 u rn,0.39842087
@brina_boox3 for sure Jp is gonna get mad \ud83d\ude02\ud83d\ude48,0.25727063
I was going to tell Analee she got tan af but that's weird HAHAHAHA,0.2854971
It's like I don't have time for friends.,0.034984488
@BBSleoo super cute,0.010995304
@whatklassysaid \u2665\u2665\u2665,0.024967449
Woke up earlier than I needed to&lt;&lt;&lt; \ud83d\udc4e,0.032863233
@LeslieKnowskush Smh :(,0.018095128
Going to dye my hair black or brown.,0.2540519
@DrGregCason New comer to the show. I love you guys! Great genuine therapists! Keep it up!,0.020607091
I luv how I wake up in a bad mood and my txts messages make me a whole lot bettrr from my bf. @jay_ef9,0.112746716
@faaaabgen don't talk to angel,0.10522962
Let me sing to you in spanish?,0.04760506
I still can't believe @tiesto dropped some fucking hard style at tomorrowland! Shits crazy!,0.8540474
Can daddy come home already.,0.056758508
I haven't eaten anything since yesterday at 1 &amp; I'm not even hungry.,0.036870047
Don't make me regret trusting you.,0.045873325
Cleaning &amp; More Cleaning .,0.039226998
So tired rn!,0.037577134
Soy tu fan i condicional I love you Jose Jos\u00e9 eres mi \u00eddolo de toda la vida y me cumplirse el deseo de tomarme una foto y jam\u00e1s lo olv\u00eddare,0.024849601
@Paolavasquez985 avi. \ud83d\udc95\ud83d\udc4c,0.012817383
Jkkkkkl lmao I like being a girl.,0.16591948
@yoitsabby__ OMFG LMAO,0.1373533
@Medusamichelle talk about a cutieee,0.044636376
I should have been at practice rn -.- fuck i hardly know any of the steps :(,0.5921536
@Prisss_ lucky I am in class right now,0.034277402
Man my mom takes forever to pick me up wtf !? -.-,0.45751464
I like you.. Like a lot. \ud83d\ude01,0.03828422
Just a great weekend after all. Didn't get to do all I wanted to but can't complain.,0.016838523
My pizza on the way breh \ud83d\ude0f,0.044141594
The Challenge : Rivals II :D,0.0201057
I hope they let me switch to Media with Viruet,0.034513097
.____.,0.033806015
They say its a cold world will nigga I heard that hells  hot,0.65996873
Ain't no hollaback girl,0.17631748
Thanks for all your music. It makes me feel sssssso alive. #LordMescudi\ud83d\ude4f @ducidni,0.03734144
Sweet dreams \ud83d\udc8e,0.03545588
All those other girls were practice..... for mee,0.12520397
Volleyball is Monday Wednesday  Friday yaaaaaaay lmao,0.07608539
Segun he's truck is he's baby. Y yo que. Lol,0.017592486
Sunday night I'm gonna have to drink NyQuil if not I won't fall asleep.,0.10913446
@RUCEHD your welcome ex brother in law :) lol,0.057005897
@ReneParra_ omgggg how gay I would've had you for Spanish but I have it for third,0.44573322
Is my header kim? \ud83d\ude3b,0.11171334
@rodolfots13 @JTabardilloo los m\u00e1s raros del mundo!,0.32557452
@BBSleoo no bruh,0.01834645
@KeannaFrancine yes ma'm :),0.0025917501
Jocelyn &lt;333333,0.009173225
Yo I swear if Andy wakes me up at 9 tomorrow, ima kill him,0.8115627
Since there is no baby for me and my boo....,0.2854733
So I got my period today.. How lovely,0.1537979
But everybody is busy! -.-,0.022139108
why did Jenny do my pose? does she wanna die ?,0.40891263
Awkward topic,0.12086493
Lmao \ue412,0.067380086
@ohh_manny Dude tonight we gotta talk (; &lt;3 trust aha \ud83d\ude0b,0.036634352
but michael is so much prettier than me its not even fair,0.11367676
I love Pandoras new timer thing,0.02035702
@Afro_Loaf dude \ud83d\ude02,0.03545588
Chilling bumping lord quas,0.12086493
@Raul_Jimenez9 sigueme raul \u2764\u2764\u2764\u2764\u2764,0.011246625
He's tight,0.1641865
@itBeBekks wth liar,0.45703048
@Omar_Rondo you got a spray can,0.14256015
I'll just text everyone to make their fucking wishes come true (:,0.6827122
"I used to think that they were saying \i don't know what i'd do\"" when they said Radioactive in the song -.- #loserlyfe""",0.3140926
Jajaja,0.006188785
